title,date,text,link
LIRR Looks To The Platform To Help Stymie Fare Evaders,2024-04-30 14:57:41+00:00,"Traffic & Transit LIRR Looks To The Platform To Help Stymie Fare Evaders Commuters might notice crews taking tickets prior to boarding trains; the MTA tells Patch this ""gating"" experiment is expanding.

Tickets, please. LIRR officials say ""gating"" is an effective way of making sure everyone is paying their fair fare. (Daniel Hampton/Patch)

LONG ISLAND, NY — It isn't exactly a common occurrence, but ride a train on the Long Island Rail Road long enough and you will likely see a conductor otherwise engaged with a passenger who has no interest in either presenting or purchasing a ticket. A new, expanded pilot program will see some of these difficult conversations taking place on the platform, rather than occupying the conductor's time and sometimes even delaying departure from the station.

According to MTA Spokesperson Joana Flores, this less familiar method of collecting tickets is known as ""gating,"" and the expansion has its roots in a 2023 blue-ribbon report on MTA fare and toll evasion — though the practice has been used occasionally for decades. Flores said the newest ""gating"" pilot program is intended as much to educate riders about the importance of having tickets purchased and mobile tickets activated prior to boarding as it is to discourage potential scofflaws. Checking tickets and passes before boarding has the added benefit of dissuading passengers from not activating e-tickets once on the train to get a free ride.

""The crew member’s ticket collection process is not slowed down when purchases and activations are done prior to boarding,"" Flores told Patch. ""This allows them to move through the train to collect all revenue in a timely manner."" During the gating exercises, passengers are expected to have their paper tickets ready, or e-tickets activated, to present to a railroad employee before boarding trains.

The MTA said that while the pilot program will experiment with expanding the use of gating, the railroad has a great deal of experience using the ticket collection method. The LIRR has been gating at Mets-Willets Point and Forest Hills for many events since around 2006 and 2013, respectively. The railroad has since expanded to also include piloting the gating program at Penn Station and Elmont-UBS Arena, and now routinely gates at Elmont-UBS Arena for certain events, Flores said.

",https://patch.com/new-york/portwashington/lirr-looks-platform-help-stymie-fare-evaders
MTA’s fare-free bus program slated to end in Queens this week – QNS,2024-08-29 13:00:45-04:00,"Sign up for our QNS email newsletter to get news, updates, and local insights delivered straight to your inbox!

The fare-free program for a busy Queens bus line is ending this week. On Saturday, Aug. 31, the fare-free bus pilot program for the Q4 will end, with fare collection resuming on Sept. 1.

The Q4 bus service runs between Linden Boulevard and 235th Street in Cambria Heights and Archer Avenue/Parsons Boulevard in Jamaica.

Green signs have been placed at Q4 bus stop routes to notify residents of the service change.

The Q4 bus route was one of five bus routes included in a citywide fare-free pilot program that began in September 2023. The Bx18A/B, B60, M116, Q4 and S46/96 went fare-free to study how lack of fare affected ridership. The free program ends for all lines that were part of the pilot program on Aug. 31.

During the duration of the program, residents could board the fare-free buses without paying, and bus stops servicing the particular routes had signs to indicate the change. Residents using Access-A-Ride beginning and ending a trip within three-quarters of a mile of the select fare-free bus routes also had fare-free rides. The program collectively served over 43,900 daily weekday riders across each borough.

The free program was created as part of Gov. Hochul’s Fiscal Year 2024 Budget, which made additional investments in transit, including increased subway service on weekdays, middays, weeknights and weekends. Program routes were selected based on varying factors, including ridership, fare evasion, service adequacy, equity for low-income communities and accessibility to commercial sites and jobs, per the governor’s statement introducing the program in July 2023.",https://qns.com/2024/08/mta-fare-free-bus-program-end-queens-this-week/
"How much will subway, bus fares cost with new MTA proposal? Fares could increase by Labor Day",2023-05-23 10:23:00+00:00,"How much will subway, bus fares cost with new MTA proposal? Fares could increase by Labor Day

Derick Waller has more on the proposed bus and subway fare increases by the MTA.

Derick Waller has more on the proposed bus and subway fare increases by the MTA.

Derick Waller has more on the proposed bus and subway fare increases by the MTA.

Derick Waller has more on the proposed bus and subway fare increases by the MTA.

NEW YORK (WABC) -- It could soon cost more to take the subway and bus in New York City.

The MTA proposed an increase to the subway and bus fare to $2.90 by Labor Day.

It is a 15-cent increase from the current $2.75 base fare and the first fare hike since 2019. It's also the first time the base subway and bus fare would have gone up since 2015.

""A lot of the stations are still dirty,"" rider John Delaruz said. ""They are not in commission as often. I don't see the benefit in raising the price right now.""

Weekly MetroCards would increase a dollar to $34 and 30-day MetroCards would go up $5 to $132.

Express bus fare would increase a quarter to $7 and seven-day bus passes would increase $2 to $64.

This year's planned fare hike will be closer to the standard 4% increase, which is typically how much the fare goes up every other year, instead of 5.5% originally floated, thanks to Governor Kathy Hochul's budget.

However, a planned 5.5% toll revenue increase remains in place.

""This allows us to go back to sort of our bi-annual fare and toll increase which is very important for the long-term stability of the MTA,"" said Jal Patel, MTA Deputy Chief Financial Officer.

Subway ridership just recently rebounded to about four million riders a day, but that's still more than a million fewer riders than pre-pandemic, and the agency also estimates they're losing $500 million a year to fare evasion.

Straphangers were less than pleased with the proposed hike.

""If that's what they feel they have to do, I understand,"" commuter Kevin Weaver said. ""I can't afford it. I am sorry, I mean, I love you but I'll be walking.""

Even Executive Director of the MTA's Permanent Citizens Advisory Committee Lisa Daglian acknowledged that fare hikes are necessary to keep the transit system rolling.

""Improving the discount options for riders across the system, ensuring there is equity across increases so that those who can least afford them have access to more options is critical,"" Daglian said. ""That includes raising eligibility to fair fares to 200% of the federal poverty level from the current 100% level.""

There was no fare increase in 2021 due to the pandemic.

In addition to buses and subways, fares on the Long Island Rail Road and Metro-North would also go up by about 4%, while keeping the $500 cap on any monthly pass.

The MTA also anticipates that with congestion pricing, more commuters will want to take the subway and commuter rail.

Officials unveiled two possible scenarios for drivers. One rewards E-Z Pass users with a 6% increase, vs a 10% increase for tolls by mail. The other spreads the pain, with a 7% increase for both E-Z Pass and toll-by-mail users.

Public hearings will be held in June and the board will vote in July, allowing fare hikes to go into effect by September.

ALSO READ | What does NYC's congestion pricing plan mean for you?

Traffic Reporter Heather O'Rourke explains what NYC's congestion pricing plan could mean for you.

----------

* Get Eyewitness News Delivered

* More New York City news

* Send us a news tip

* Download the abc7NY app for breaking news alerts

* Follow us on YouTube

Submit a tip or story idea to Eyewitness News

Have a breaking news tip or an idea for a story we should cover? Send it to Eyewitness News using the form below. If attaching a video or photo, terms of use apply.",https://abc7ny.com/mta-fare-hike-subway-bus/13287879/
"Watch this space: MTA piloting CCTV screens on city buses to deter assaults, fare evasion",2024-03-25 16:50:45-04:00,"Sign up for our amNewYork email newsletter to get news, updates, and local insights delivered straight to your inbox!

The MTA is piloting retail-style closed circuit television (CCTV) monitors on city buses, aiming to deter fare evasion, assaults, and other crimes by more explicitly showing riders they’re actions are being recorded.

More than 100 buses will be outfitted with the screens commonly seen at grocery stores and pharmacies, the MTA revealed on Monday. They come as the transit agency estimates that more than a third of bus riders do not pay the fare, and as transit workers reel from a series of high-profile assaults on MTA employees.

“Our bus fleet has robust camera coverage, and these pilot screens will be a force multiplier to the safety benefits these cameras already provide,” said Rich Davey, president of MTA New York City Transit.

The cameras will be installed on buses along routes with the highest rates of assaults against drivers, and will run under a pilot program through the beginning of 2025.

MTA officials often say that the transit system has more surveillance cameras than a “Las Vegas casino,” but feel that the screens may make it clearer to would-be bad actors that they are being watched.

Crime in the transit system was down 15% in February compared to the same month last year, according to NYPD Transit Chief Michael Kemper, though major felonies were up 12.5% for the first two months of 2024 as compared to last year. Arrests this year are up nearly 50% compared to the same period in 2023.

Subway riders frequently cite safety and security as their top concern in surveys, though bus riders tend to be more miffed about extensive wait times.",https://www.amny.com/transit/mta-piloting-cctv-screens-city-buses/
MTA’s New Anti-Fare Evasion Turnstile Strategy,2023-07-18 12:39:44-04:00,"Sign up for our amNewYork email newsletter to get news, updates, and local insights delivered straight to your inbox!

The MTA is planning to reconfigure its subway turnstiles to prevent a phenomenon where they’re pulled back in the reverse direction, enabling a fare evader to slip through without paying.

The agency has already adjusted the mechanics of 26 turnstiles to prevent the maneuver, which has been dubbed “back-cocking,” and plans to upgrade another 240 this summer. The remaining 3,479 turnstiles throughout the system will receive the modification over the next two years, at a cost the MTA pegs at $2 million. However, the investment will prevent more than $45 million in estimated losses from fare evasion using the technique, according to New York City Transit’s subways chief Demetrius Crichlow.

“Even if we get a portion of that back, it will save the company a ton of money,” Crichlow said at the MTA’s Transit Committee meeting on Monday. “It definitely works, it stops them. It doesn’t stop them from seeking other means of fare evading, but it definitely does stop the back-cocking.”

The MTA has already modified some turnstiles at the Bowling Green station, just outside MTA Headquarters in lower Manhattan. A video displayed at the committee meeting showed a man attempting to back-cock multiple turnstiles but failing to slide through.

Fare evasion on subways cost the MTA $285 million last year. However, the fare evaders not only got through by back-cocking but through other means, such as jumping over the turnstiles and through emergency exit gates that are often propped open.

The agency is also looking at placing “fins” on turnstiles and fare arrays that would make them harder to hop over, said Crichlow. The agency is also trying to restrict access to its emergency exit gates: over 1,600 access keys have been yanked from MTA employees, copies of which were easily obtainable, and now only the Fire Department has access to them.

MTA executives are also seeking a variance from the state allowing the implementation of a delay between someone pushing the emergency exit door from inside the system, and it actually opening.

An internal report from earlier this year recommended, among other things, the MTA fully redesign the fare array with higher, middle-out turnstiles that are more difficult to jump. While such gates are common in other systems — and a number of engineering firms put their designs on public display earlier this year — the redesign process is still in its infancy.

On buses, where fare evasion is an even bigger problem at $315 million annually, the agency is identifying “bus stop hubs” where multiple lines come together and preparing to deploy “Eagle” teams that deter riders from entering without paying the fare.

Read more: OMNY Machines Now Active in NYC Subways",https://www.amny.com/transit/mta-reconfiguring-turnstiles-prevent-back-cocking/
"MTA fare-free bus pilot to continue on 5 select NYC routes, including 1 on Staten Island",2024-03-12 09:30:00.393000+00:00,"STATEN ISLAND, N.Y. -- The MTA fare-free bus pilot, which launched this past fall on five New York City bus routes, including one on Staten Island, will continue past the end of this month, the Advance/SILive.com has learned.

Starting last September, the program made one bus route in each borough free as part of a study to see if the lack of fares affected ridership. The S46/96 route, which runs between South Avenue, the West Shore Plaza Shopping Center and the St. George Terminal, was selected on Staten Island.",https://www.silive.com/news/2024/03/mta-fare-free-bus-pilot-to-continue-on-5-select-nyc-routes-including-1-on-staten-island.html
MTA hires private security guards to crack down on fare evasion,2022-10-27 00:00:00,"The MTA has hired private security guards to help crack down on fare beaters at some stations, New York City Transit President Richard Davey said during an MTA board meeting Wednesday.

Through a pilot program, the unarmed guards have been placed near emergency exits at six stations across the city.

Davey said the initiative has been successful thus far.

""Across those six stations, we’ve seen a dramatic increase in fares being paid in just the last six to eight weeks,” Davey said Wednesday. “This is something we're going to scale across the system to not only provide more eyes and ears for more security purposes, but also to see if we could continue to push on fare evasion in the system.""

The MTA plans to expand the program by hiring 50 additional guards each month.

Back in May, the agency said it was on track to lose $500 million to fare evasion this year.",https://ny1.com/nyc/all-boroughs/news/2022/10/27/mta-hires-private-security-guards-to-crack-down-on-fare-evasion
The Tragic Inevitability of Overpolicing New York’s Subways,2024-09-19 11:30:45,"Fight disinformation: Sign up for the free Mother Jones Daily newsletter and follow the news that matters.

On Sunday, two New York City police officers fired into a crowded Brooklyn subway station, shooting and injuring four people, including two bystanders, one of whom is a hospital employee now in critical condition after police shot him in the head during his commute.

The catalyst for this bloody confrontation: an alleged fare evasion. In other words, $2.90.

According to the NYPD, officers suspected that 37-year-old Derell Mickles had skipped a turnstile at the Sutter Avenue subway station in Brooklyn. The officers followed Mickles, resulting in a chase that ended with officers shooting him, two bystanders, and another officer on duty. While police initially claimed that they had recovered a knife Mickles had used to threaten officers, officials later contradicted their own claim, prompting questions over what exactly had happened.

Asked about body camera footage on Tuesday, Mayor Eric Adams deflected, telling a reporter to “speak with the police commissioner,” before praising the officers involved in Sunday’s shooting for demonstrating a “great level of restraint.” The NYPD has since firmly defended the officers, with the police departments chief of patrol stating, “We are not perfect.”

The violent incident, inside one of the world’s busiest subway systems, has sparked outrage among New Yorkers as well as a victim’s family members, who condemned the officers’ actions as “reckless.”

And they’re far from alone. Criminal justice reform advocates are slamming what they see as an outsized response by the NYPD to something as minor and trivial as alleged fare evasion. It comes amid New York Mayor Eric Adams’ aggressive crackdown on fare evaders, a policy Adams has claimed would also help with violence that occurs on trains. Protests have since broken out across the city, calling for the officers involved in Sunday’s shooting to be held accountable.

I spoke with Michael Sisitzky, assistant policy director at the New York City Civil Liberties Union, to learn more about Adams’ crackdown on fare evasion, overpolicing, and lack of police transparency surrounding Sunday’s violent encounter. Our conversation has been edited for length and clarity.

This is an ongoing investigation. But there are already significant concerns over how the police handled this situation and how the mayor has responded.

This disturbing incident is sadly not surprising, given what we’ve seen from this administration. The Adams administration and NYPD have been dramatically ramping up enforcement activity, increasing their presence in the subways, increasing stops, increasing frisks, and increasing all of the hallmarks of broken windows policing. This is a predictable and inevitable consequence of this administration’s approach to a very aggressive enforcement mindset. There are so many questions about what we’ve heard from the mayor’s office from the NYPD about what exactly unfolded.

We have heard officer accounts of what happened. We’ve heard some witness accounts. The NYPD and the mayor’s office have been reviewing body camera footage. But, we have not been able to see this. We’re not getting a transparent accounting of what took place. It’s absolutely critical that we see the evidence that they’re relying on to make these assertions.

We’re being asked to take the word of a mayor whose initial tweet in response to this incident had to get community noted because it was leaving out the important context of the officer he was talking about having been shot was shot by a fellow officer. We can’t really trust their version of events when they’re not showing us the evidence of what took place in that incident.

This is a predictable and inevitable consequence of this administration’s approach to a very aggressive enforcement mindset.

Are complaints over transparency from the NYPD common?

It’s a hallmark of the NYPD. We know that they can be transparent when they choose to be and when they think it serves their interest. Folks may remember back in January of 2024 the NYPD released body camera footage within hours, within a day of the traffic stop of a city council member when they sought to use that footage to highlight their version of what took place. But they treat incidents like this very differently.

How common—or rare—are shootings like this in New York?

I don’t know that we have the full stats on how common this type of shooting is in the subway from an officer. It’s not something that I’ve seen a full accounting of, but what we have seen are increased reports of police misconduct and abuse of New Yorkers that have upticked with this administration. Civilian complaints going into the Civilian Complaint Review Board have reached alarmingly high levels. At the same time, there have also been real concerns about what the department is actually doing with complaints that are moving through the NYPD disciplinary system, where they’re just not taking those reports seriously.

When you respond to everything with an officer, you are increasing the likelihood that we’re going to see more cases where someone is subject to use of force.

Can overpolicing backfire? How do outsize police presences affect communities, particularly communities of color?

The approach that this administration has taken since day one is overpolicing.

They’ve identified police officers as the be-all, end-all, sole solution to every societal ill. Fare evasion? Send a cop after it. Homelessness? Send police to conduct sweeps. Mental health crises? Instead of sending peers and EMTs, send a cop instead.

It’s a formula that this administration seems wedded to, but it’s not improving community safety for New Yorkers. Police are primarily concerned with enforcing criminal laws, making arrests, and issuing summonses. They have an enforcement mindset, not a delivery of services or addressing root causes mindset.

So when you respond to everything with an officer, you are increasing the likelihood that we’re going to see more and more cases where someone is subject to use of force, someone is tased, someone is shot, someone is killed when they did not need to be, because you are responding to a situation with tools that are just fundamentally not a good fit for that scenario.

We see this play out largely in communities that need more investments to address the root causes of crime, poverty, homelessness, the need for increased mental health and healthcare services. Rather than making those investments, which are harder and will take more thought to accomplish, we instead default to a reliance on police officers.

In March, the NYPD announced they would send 800 officers into subways to combat fare evasion. In the same month, Gov. Kathy Hochul deployed the National Guard in response to several violent incidents that occurred a few weeks prior. Realistically, how effective are methods like this in preventing crime, and what are some of the pitfalls?

It’s brought up time and time again that if you focus on low-level crime and low-level signs of disorder, you’re mitigating the potential for it to escalate into more serious criminal activity and driving down overall crime rates as a result.

That’s been studied and debunked numerous times. New York City hit historically low crime rates as stop and frisk plummeted to historic lows and was reined in as enforcement fell, as summonses and arrest activity went down. The data is just not there to justify the approach to broken windows or quality-of-life policing.

Instead, it’s very effective at funneling more and more people into the criminal legal system, saddling people with fines that they cannot afford, making them attend court dates that they cannot afford, and giving people the potentially lifelong consequence of acquiring a criminal record which can extend to every aspect of their life. What it’s not doing is meeting community needs and making New Yorkers safer.

Eric Adams has pushed for a crackdown on fare evasion. Last month, the MTA announced that they’ll be sending summons of up to $50 to $100 to fare evaders. Did a “tough on crime” approach play into what happened over the weekend?

What happened over the weekend is an inevitable outcome of that kind of tough-on-crime approach, where the only tool that we seem to have to offer is police officers, who are going to focus on enforcement and if they’re given an aggressive mandate to enforce, are going to enforce that aggressively.

We haven’t seen the actual footage yet. We’re relying on accounts of what happened. But it’s very easy to see how a police officer pursuing someone, chasing them, is a tactic that is escalatory, as opposed to thinking of ways we can tackle issues like fare evasion without the threat of violence.

That is such a mismatch we don’t need to be constrained thinking about responding to fare evasion with just a police law enforcement tool.

We should be thinking more broadly about getting people access to the support they need to enroll in programs for New Yorkers who can’t afford to pay for fares to get to work, pay for child care, or get access to medical care. We can think about other ways that we are addressing those causes without putting armed officers in and telling them you need to make sure that you are aggressively cracking down on everyone within the system.

As this case has gained traction on social media, one of the most disturbing responses I’ve seen is how so many people justify using this level of force because Mickles was suspected of evading a $2.90 fare. It’s a narrative that oftentimes rears its head after a high-profile case of police brutality. We saw this with George Floyd, Eric Garner.

The level of force used here is so disproportionate to the alleged infraction. No one should be subject to having their life put in jeopardy because of an alleged evasion of a $2.90 cent fare, to say nothing of the fact that officers pursued him into a crowded station and onto a train.

That response is not only out of proportion to the individual’s alleged offense, but it is putting so many other people needlessly in harm’s way.

It’s deeply disturbing that the NYPD and the administration could view that level of a response as an appropriate reaction when we’re talking about something as trivial as the evasion of a $2.90 cent fare.

Since the shooting occurred, plenty of New Yorkers have started to protest the NYPD’s crackdown on fare evasion. What are your thoughts on some of these demonstrations?

People are recognizing an uptick in the targeting of their communities and an uptick in stop activity racial disparities as bad or even worse than they were at its height. There is a real sense that the NYPD is not providing a service to New Yorkers but is causing active harm In communities.

And I think that an expression that also finds a voice in the number of complaints of police misconduct going in, being on the rise, and is evident in the types of protests that we’re seeing against this incident and against other instances of police brutality and violence.

It’s important that New Yorkers be able to express their to raise their voice and express their views in protesting against policies that are causing harm in their communities rather than actually helping deliver real safety for them.",https://www.motherjones.com/criminal-justice/2024/09/nypd-subway-shooting-derell-mickles-overpolicing/
Big Cities Crank Up Enforcement to Collect Dwindling Transit Fares,2023-04-12 05:01:54.967000,"In Brief: Many big-city transit agencies are spending money to upgrade fare-collection systems and crack down on fare evasion.

Data tracking on evasion rates varies widely from agency to agency.

In some cases, fare enforcement has as much to do with emphasizing social order on trains and buses as it has to do with revenue.

Philadelphia's transit system, known as SEPTA, which did not respond to emails and phone calls, recently approved nearly $1 million to buy 22 new fare gates for just two subway stations in Center City, according to a report in The Philadelphia Inquirer. The agency estimates it lost more than $22 million to fare evasion since last July, the report says.

The agency estimates it lost more than $22 million to fare evasion since last July, the report says. A spokesperson for the Chicago Transit Authority (CTA) said it was “impossible to accurately know how many people avoid paying fares and what the cost of that may be,” but noted that the agency was spending $2 million on new fare gates that will be harder to pass without paying. CTA, which does not have its own police force, also doubled the number of Chicago Police Department officers and other security personnel over the last year, including K-9 security forces at station entrances, the spokesperson said.

Bay Area Rapid Transit doesn’t have any recent estimates of how much revenue is lost to fare evasion, a spokesperson said, but in some years before the pandemic the agency estimated the loss was between $15 million and $25 million annually. BART is moving forward with a $90 million plan to install new fare gates, which, according to a project description, will have “clear swing barriers that will be very difficult to be pushed through, jumped over or maneuvered under.”

How To Maximize Payment

Fare evasion by turnstile jumpers not only reduces revenue, but it also contributes to a pervasive sense that riding transit is no longer orderly or safe and should be avoided. The result is a further loss in ridership and revenue for transit authorities. (Shutterstock)

Avoiding Over-Policing

A million here, $90 million there, and pretty soon you’re talking real money.As big-city transit systems work to recover from the COVID-19 pandemic, they’re anticipating a long-term plateau of lower ridership and sharply reduced fare revenue. The gloomy financial outlook has caused agencies around the country to cancel long-planned capital projects and consider cutting daily service.At the same time, agencies are spending new money — lots of it, in some cases — to crack down on fare evasion with new fare gates, updated collection systems and beefed-up policing. Even as fares shrink overall, some agencies feel they need to show they’re collecting every fare they can, not just to ward off financial disaster but also to address a sense of lawlessness — real and perceived — on buses and trains. But when do the costs of enforcement outweigh the benefits?There’s no standard method of tracking fare evasion across transit systems with widely varying payment systems. Most agencies don’t seem to know with any confidence how widespread the problem is. But there’s a broad sense that fare jumping increased during the pandemic, especially after some riders got used to not paying when agencies waived fares in the early days of the outbreak.The Washington Metropolitan Area Transit Authority (WMATA) in Washington, D.C., made its most recent estimate of fare evasion in February 2022, and it was a doozy: Some 34 percent of Metrobus riders weren’t paying fares that year, up from 14 percent in Fiscal Year 2019 and 17 percent in FY 2020. Evasion reduced the agency’s revenue by $10 million in FY 2022.“Fare evasion is a major issue,” WMATA wrote in a performance report published earlier this year, which estimated that 13 percent of Metrorail riders and up to 51 percent of Metrobus riders hadn’t paid their fare during the first six months of FY 2023. Like other agencies, WMATA is facing a daunting fiscal cliff when federal relief funds run out next year. But it’s still moving ahead with a fare gate modification project, with higher gates designed to deter jumping, at an estimated cost of up to $40 million.Other agencies are buying new gates too.What’s the ideal fare-evasion rate? It’s probably not zero percent, says Alon Levy, a fellow in the Transportation and Land Use program of the NYU Marron Institute. From a revenue perspective, the goal shouldn’t be to eliminate fare evasion, but to maximize fare revenue “net of” the costs of collection, Levy says. When fare enforcement becomes too expensive, the returns start to diminish.Levy, who is based in Berlin, says transit agencies can maximize fare collection by minimizing the “friction” involved in payment. “ Proof of payment ” systems in which riders buy their tickets ahead of time, and tickets are randomly checked by enforcement officers, tend to be the smoothest, they say.In many European metro systems, the vast majority of riders are monthly pass holders, Levy says, and that’s partly because the cost per ride is lower than it is on many American metros. Fares are often better integrated between metro trains and buses than they are in the U.S. as well, they say. A monthly passholder in Berlin has to take 36 rides in order to justify the cost of the pass, Levy says, whereas in New York City, it takes 46 rides to cover the monthly cost.New York has had a rocky history with fare jumping, with a recent surge in arrests for fare evasion on the MTA. In 2019, New York Gov. Andrew Cuomo proposed hiring an additional 500 MTA police officers at a cost of $249 million over four years, partly to collect lost fare revenue that only added up to $200 million over the same period. MTA created a task force last year to combat fare evasion on the system. MTA representatives declined to answer questions about evasion rates and enforcement costs, pending the release of a strategic plan for fare enforcement in the next few weeks.Fare evasion isn’t the driving cause of transit systems’ budget woes in the wake of the pandemic. But many feel that in order to bring more paying riders back, they have to crack down on fare jumping as part of a broader effort to restore a sense of social order on buses and trains. A recent report in thepainted an apocalyptic picture of drug abuse and lawlessness pushing riders away from the L.A. Metro. Minnesota lawmakers recently backed a plan for a Transit Service Intervention Project on the Minneapolis system, which would enlist “state and local police and social workers along with nonprofit mental illness and homelessness advocates to ‘reset the culture’ of expectations of train users,” according to a report.Many of the issues transit systems are facing today, from drug abuse on buses and trains to unhoused people congregating in stations and public areas, go back decades, says Dorothy Schulz, an adjunct fellow at the conservative Manhattan Institute and a retired transit police officer who once led the Metro-North command at Grand Central Terminal. Agencies have responded in many cases with hostile architecture and design choices, including a total lack of seating in New York’s new Moynihan Train Hall. Fare evasion doesn’t just directly deprive agencies of money, but it may also contribute to a sense of disorder that drives paying riders away, Schulz says.Chris Van Eyken, the director of research and policy at TransitCenter, agrees. “I think there is an overall sense that fare evasion is contagious,” Van Eyken says. “When [riders and transit workers] see people jumping the turnstile, it makes them feel like there’s a lack of order on the system and maybe it’s not as safe as it could be.”Transit agencies are right to want to collect as much fare revenue as they can, but they should minimize the role of police in the process, Van Eyken says. Sound Transit in Seattle recently chose to permanently implement a pilot program that uses unarmed “ambassadors” to conduct fare enforcement rather than police. L.A. Metro also recently deployed 300 ambassadors to play a sort of support and security role on the transit system as well.At times, the cost of enforcement may push the boundaries of a typical cost-benefit analysis. And fare enforcement shouldn’t necessarily be a top priority for transit systems as they face down the fiscal cliff. But those systems that have fares feel they owe it to their paying riders, and to the government authorities that subsidize them, that they’re not just giving scofflaws a free ride, Van Eyken says.“Agencies like to get across the message that they’re making people pay the fare they’ve set, and their riders and funders like to see that too,” he says. “It’s understandable that sometimes it’s not purely a financial consideration.”",https://www.governing.com/community/big-cities-crank-up-enforcement-to-collect-dwindling-transit-fares
"MTA fare-free bus pilot on 5 NYC routes, including 1 on Staten Island, will not continue past this year",2024-04-22 22:42:58.420000+00:00,"STATEN ISLAND, N.Y. -- New York will let the clock run out this year on the MTA fare-free bus pilot, which launched this past fall on five New York City bus routes, including one on Staten Island.

While lawmakers allocated over $8.7 billion for transit and transportation in the state budget for the coming fiscal year, the fare-free bus pilot program was not renewed.",https://www.silive.com/news/2024/04/mta-fare-free-bus-pilot-on-5-nyc-routes-including-1-on-staten-island-will-not-continue-past-this-year.html
MTA looks to redesign subway turnstiles to crack down on rampant farebeating,2022-12-05 00:00:00,"The MTA wants to redesign subway turnstiles and emergency exit gates — the “superhighway” for deadbeats — to crack down on fare evasion, CEO Janno Lieber said Monday.

“We have to change the physical turnstile,” Lieber said at a breakfast hosted by the Manhattan Institute.

“The exit gate — which is nominally supposed to be for fire, exiting purposes, to comply with the fire code — has become the superhighway for fare evasion.”

In May, Lieber said the MTA was on track to lose $500 million to fare evasion this year.

To address the issue, the appointee of Gov. Kathy Hochul formed a “blue ribbon panel” to study solutions. The group has yet to release its findings.

But new designs — likely to require significant financial investment — are one proposal expected to come out of the panel’s work, an MTA spokesman said.

In San Francisco, Bay Area Rapid Transit has budgeted $90 million to install gates that people “can’t push through, jump over or maneuver under,” according to the agency’s website.

A new turnstile is just one part of the effort that’s so far included both armed and unarmed security guards to patrol fare machines and turnstiles, increased NYPD enforcement and behind-the-scenes collaboration with local prosecutors, Lieber said.

Most subway riders pay the required $2.75 fare. J. Messerschmidt/NY Post

Prosecutors across 13 counties also need to have the same approach to fare evasion enforcement, Lieber said. That hasn’t happened yet.

“We are working with DAs on this. We want to have a consensus fare evasion enforcement policy,” Lieber said. “There’s no secret there’s ideological range in some of our New York City and suburban DAs.”

NYPD fare enforcement has jumped 97% this year compared to last. J. Messerschmidt/NY Post

NYPD fare enforcement, meanwhile, jumped 97% this year compared with last, NYPD Transit Bureau Chief Jason Wilcox said last week.

Lieber has claimed transit criminals are “overwhelmingly” fare beaters, though he hasn’t provided statistics to back that up.

Fare evasion spiked on both buses and subways since the COVID-19 pandemic.

Fare beaters accounted for 29.3% of bus riders during July, August and September, according to the MTA — up from 29.1% during the first three months of the year.

Subway fare evasion also rose, according to data: 9.8% of riders were deadbeats at the end of 2021. According to the most recent survey, 13.4% of riders now do the same.",https://nypost.com/2022/12/05/mta-looks-to-redesign-subway-turnstiles-to-fight-fare-beating/
LIRR is right to crack down on fare evasion,2024-07-10 18:52:12.232000+00:00,"The Long Island Rail Road's effort to set up a gating system at Penn Station — even as a pilot program — represents one of the railroad's clearest and loudest signals to freeloading riders: Pay up.

While the system has only been in place several times a week, it's a valuable experiment that appears to be working. Hopefully, it will result in far better fare collections, while keeping the trains safer for passengers and conductors. If it works, it should be made permanent at Penn, and considered for other high-traffic spots in the LIRR system.

Gating isn't new for the LIRR, but in the past was only deployed at large events at Citi Field, Forest Hills Stadium or UBS Arena. Gating for daily rush-hour trains will take time and effort but may be one of the most cost-effective ways to reduce the persistent fare-evasion problem, which causes losses of about $700 million a year across the Metropolitan Transportation Authority, including $24 million on the LIRR.

There are kinks to resolve, and this effort will not replace the traditional role of conductors checking tickets on trains. In the moments before a train departs and the gating stops, the LIRR may end up allowing through some fare beaters. The conductors must still be sure to catch them once on board. And the LIRR should evaluate the new system for its impact on personnel safety, efficiency and performance.

The gating strategy should be part of a more comprehensive fare evasion solution. The LIRR's past effort to give non-payers IOUs didn't work; when no identification was required, just 5% of invoices were paid. A single fare-beater absurdly racked up $2,154 in tickets, receiving 155 invoices in six months.

Sign up for The Point Newsletter From our Editorial Board, get inside the local, city and state political scenes. By clicking Sign up, you agree to our privacy policy.

The LIRR's recent change — in which conductors issue IOUs only to those riders who provide identification, and remove riders who can't pay and don't provide ID — may be more successful. MTA Police's expanded presence on the trains is key. Also important: The LIRR should use all technology at its disposal to target repeat offenders and to otherwise improve fare collection.

Fares go toward the MTA's operating budget, making these efforts especially important as the agency attempts to address a capital budget hole dug by the pause in the plan to impose vehicle tolls in Manhattan.

Efforts like gating at Penn Station and removing nonpaying riders from trains should have a critical impact on rider perception. Riders who do pay will feel safer, riders who don't may be less likely to continue their evasions. The LIRR must try every effort to stop this behavior.",https://www.newsday.com/opinion/editorials/lirr-mta-fare-evasion-long-island-rail-road-ijy7ye2r
